"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
26;"L'AUBE A AUBERIVE 3";"03014130";855921;6744056;94535;2009-09-08;0,08;NA;0;5,66;4,12;79;79,24;0,74;NA;"";"semi-continue";"semi-continue";NA;"pente semblant très faible";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aube";15;6;15;85;1,709;7,942;0,742;4,279;4,439;0,295;0,166;0,16;15,484;13,453;3,853;6,543;7,045;0,857;0,587;0,544;7,681;3,946;0,939;0,314;0,003;0,113;0,652;0,98;0,15;0,254;0,86;100,535;0,107;1,063;4;0,08;30;29;0,736;2;23,239;8,451;68,31;1,321;45,26;0;10;"COTES CALCAIRES EST";0;1,14;4,757;34,533;5,278;0;-0,087;0,134;-0,942;-0,254;-1,199;-0,329;-0,433;0,513;-2,748;-1,07;-1,37;-0,912;7,046;"COTES CALCAIRES EST";"moyen"
27;"LA SUPERBE A MARIGNY 1";"03020650";764066;6842557;95023;2009-07-16;0,28;NA;1,3;10,7;9,3;154;149,8;0,96;NA;"";"semi-continue";"semi-continue";NA;"Présence d'un pont au milieu de la station";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Superbe";15;3;6,5;17;1,234;3,688;2,839;8,662;8,928;0,556;0,335;0,321;20,106;6,782;11,295;10,876;11,677;1,396;1,044;0,969;8,144;9,122;2,324;0,549;0,005;0,234;0,684;1,892;0,174;0,213;1,398;100,766;0,067;2,075;4;0,367;30;4;0,931;2;48,214;49,107;2,679;1,731;320,24;0,284;9;"TABLES CALCAIRES";0;1,13;13,882;130,735;12,02;0;-0,145;0,033;0,48;-0,165;-0,393;-0,202;-0,554;0,087;1,017;-0,486;-0,488;-0,446;3,076;"TABLES CALCAIRES";"tres faible"
28;"L'YONNE A MONTREUILLON 1";"03024392";761012;6676225;95477;2009-05-26;0,989;NA;1,5;14,6;10,9;204;204,4;4,71;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Yonne";15;23,68;58;126,8;1,298;33,428;2,767;10,189;10,281;0,422;0,271;0,269;25,338;12,511;12,283;13,456;14,016;1,211;0,914;0,876;11,205;40,461;9,653;0,65;0,007;0,142;0,537;1,622;0,121;0,801;1,244;100,341;0,268;33,69;4;0,11;30;7;0,31;4;26,549;48,673;24,779;2,16;249,21;1;21;"MASSIF CENTRAL NORD";0;1,03;26,732;1235,155;91,793;0;-0,129;0,217;-0,603;-0,353;0,724;-0,438;-0,75;0,67;-1,347;-1,292;0,714;-1,36;6,134;"MASSIF CENTRAL NORD";"moyen"
29;"LA RIVIÈRE DE DRUYES A ANDRYES 1";"03025919";734083;6715110;95817;2009-07-20;0,344;NA;1,8;14;12,8;196;196;0,981;NA;"";"espacée-régulière";"espacée-régulière";NA;"A1 = aval rive droite
B1 = amont rive droite
B1 peut-être = 30";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Druyes";15;3,84;14;43,28;Inf;5,744;4,044;11,308;11,471;0,499;0,357;0,352;23,008;5,446;16,231;14,24;14,959;1,447;1,139;1,084;9,855;10,433;2,922;0,561;0,006;0,124;0,352;0,905;0,064;0,181;1,449;100,854;0,054;1,982;3;0,082;30;0;0,231;3;56,863;43,137;0;1,667;168,78;0,007;10;"COTES CALCAIRES EST";0;1,04;5,324;51,236;3,598;0;0,241;0,262;-1,276;-0,056;-0,727;0,346;1,197;1,007;-3,721;-0,236;-0,831;0,958;7,951;"COTES CALCAIRES EST";"fort"
30;"LE CHALAUX A OUROUX-EN-MORVAN 2";"03033240";774107;6677439;96769;2009-05-27;0,152;NA;0,4;3,2;3,02;45;44,8;12,67;NA;"";"absence";"absence";NA;"Bâtonnets inexploitables";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Chalaux";15;12;39;110;1,582;15,151;0,561;2,715;2,938;0,313;0,207;0,188;9,69;7,331;1,435;3,386;3,841;0,598;0,424;0,371;5,853;46,098;0,611;0,305;0,003;0,114;0,541;0,656;0,194;0,452;0,609;100,013;0,226;23,254;4;0,094;30;0;0;1;20,202;66,667;13,131;1,961;16,33;1;21;"MASSIF CENTRAL NORD";0;1,13;1,843;229,071;67,657;0;-0,469;0,014;-0,116;-0,467;0,649;-0,871;-2,73;0,043;-0,26;-1,708;0,64;-2,706;8,087;"MASSIF CENTRAL NORD";"fort"
31;"LE SEREIN A MOLAY 1";"03035455";770225;6738562;97263;2009-07-27;1,246;NA;2,15;23;15,5;322;322;1,49;NA;"";"semi-continue";"semi-continue";NA;"A1 = Amont rive droite
B1 = Aval rive droite";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Serein";15;12;36;101,6;1,635;22,057;6,079;11,802;12,034;0,8;0,498;0,488;15,657;8,571;29,684;22,516;23,337;2,208;1,332;1,282;10,195;18,742;11,591;0,884;0,009;0,277;0,545;4,592;0,204;0,402;2,217;101,174;0,112;7,781;5;0,192;30;2;0,39;3;8,046;70,115;21,839;1,91;781,84;0,301;10;"COTES CALCAIRES EST";0;1,37;62,513;913,746;40,582;0;0,175;0,155;-0,844;-0,014;-0,089;0,06;0,869;0,597;-2,461;-0,057;-0,101;0,167;4,253;"COTES CALCAIRES EST";"tres faible"
32;"LE SEREIN A PONTIGNY 2";"03036070";751685;6758376;97333;2009-08-03;1,485;NA;2;63;14,8;882;882;0,75;NA;"";"continue";"bosquets éparses";NA;"Pente mesurée sur les 300 mètres de la station de pêche
Bâtonnets perdus";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Serein";15;11;23;45,16;1,102;13,851;12,652;17,491;17,853;0,949;0,546;0,534;23,66;6,515;71,564;40,35;42,175;2,88;1,813;1,716;14,34;12,628;18,304;1,247;0,012;0,782;1,119;15,951;0,395;0,301;2,885;101,606;0,074;3,927;4;0,711;30;2;0,548;4;17,089;80,38;2,532;1,949;1265,16;0,186;10;"COTES CALCAIRES EST";0;1,48;71,295;524,553;13;0;0,593;0,452;0,335;0,133;-0,706;0,661;2,953;1,738;0,976;0,558;-0,806;1,833;8,864;"COTES CALCAIRES EST";"fort"
33;"L'ANCRE A ESTISSAC 1";"03043450";761735;6793806;98160;2009-07-23;0,19;NA;0,85;5,93;5,73;80;80,22;3,65;NA;"";"continue";"semi-continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ancre";15;4;11;25,16;1,303;4,697;0,664;4,596;4,747;0,247;0,145;0,139;21,07;17,656;3,848;6,095;6,677;0,837;0,629;0,568;7,374;20,344;2,816;0,37;0,004;0,084;0,56;1,54;0,253;0,813;0,876;100,477;0,331;18,017;5;0,12;30;0;0,595;3;41,304;56,522;2,174;1,816;78,84;0,228;9;"TABLES CALCAIRES";0;1,13;2,48;88,8;14,569;0;-0,296;0,067;-0,491;-0,383;0,34;-0,541;-1,133;0,176;-1,042;-1,127;0,422;-1,195;5,094;"TABLES CALCAIRES";"faible"
34;"LA CLÉRY A SAINT-LOUP-DE-GONOIS 1";"03053310";691804;6773631;78140;2009-08-06;0,36;NA;1,41;11,67;9,9;163;163,38;2;NA;"";"semi-continue";"semi-continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Clery";15;21;34,5;45,16;0,596;24,289;2,452;9,164;9,287;0,421;0,271;0,267;23,302;7,913;7,863;11,396;11,776;0,937;0,693;0,67;12,34;13,139;2,13;0,36;0,004;0,132;0,485;1,664;0,146;0,276;0,941;100,357;0,107;3,742;5;0,11;30;1;0,541;3;43,564;56,436;0;1,83;186,33;0,157;9;"TABLES CALCAIRES";0;1,15;4,423;86,779;7,615;0;0,067;0,5;-0,663;-0,451;0,108;-0,279;0,257;1,312;-1,406;-1,326;0,134;-0,616;5,052;"TABLES CALCAIRES";"faible"
35;"L'YERRES A COURTOMER 1";"03078110";692846;6838818;100310;2009-09-24;0,017;0,003;1,1;13;8;182;182;0,3;NA;"";"isolée";"bosquets éparses";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Yerres";15;8;17;43,48;1,249;10,336;1,391;6,235;6,307;0,301;0,198;0,196;27,754;2,094;23,592;12,952;14,721;2,493;1,82;1,599;5,211;4,707;1,17;0,963;0,01;0,172;0,783;0,937;0,072;0,05;2,493;102,165;0,012;0,267;2;0,305;30;1;0,115;4;45,977;44,828;9,195;1,91;416,52;0;9;"TABLES CALCAIRES";0;1,1;23,303;68,581;5,295;0;-0,05;-0,438;0,269;0,36;-1,443;0,396;-0,192;-1,15;0,569;1,059;-1,791;0,875;5,636;"TABLES CALCAIRES";"faible"
36;"LE ROGNON A BOURDONS-SUR-ROGNON 3";"03093900";872074;6792721;101443;2009-09-11;0,22;NA;1,07;14,17;7,5;196;198,38;0,28;NA;"";"semi-continue";"absence";NA;"qualif incertaine pente trop faible/ manque T15/ pas de fiche terrain";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rognon";14;1,84;11;30,48;1,859;2,865;2,55;7,327;7,525;0,565;0,341;0,33;14,825;10,797;13,598;12,704;13,491;1,635;1,094;1,021;7,969;2,806;2,492;0,623;0,006;0,238;0,672;2,607;0,205;0,187;1,636;101,045;0,058;0,558;2;0,56;28;0;0,231;3;26,882;37,634;35,484;2,299;170,59;0;10;"COTES CALCAIRES EST";0;1,14;22,423;61,591;4,848;0;0,123;0,049;0,64;0,063;-1,979;0,163;0,611;0,187;1,865;0,265;-2,262;0,45;5,64;"COTES CALCAIRES EST";"faible"
37;"LA SOMME-SOUDE A CHAINTRIX-BIERGES 1";"03104450";782588;6865966;102051;2009-07-15;0,42;NA;1,1;13;7,76;182;182;0,9;NA;"";"semi-continue";"semi-continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Somme soude";15;6,68;14;24;1,122;8,714;2,236;7,109;7,272;0,511;0,319;0,311;15,63;13,647;13,693;10,726;11,627;1,737;1,278;1,177;6,239;10,393;6,25;0,68;0,007;0,198;0,618;1,361;0,127;0,466;1,749;101,155;0,132;5,231;4;0,194;30;3;0,541;3;30,769;58,654;10,577;2,212;335,51;0;9;"TABLES CALCAIRES";0;1,1;8,755;77,298;7,206;0;-0,173;-0,238;-0,163;0,044;-0,437;-0,034;-0,661;-0,624;-0,346;0,13;-0,543;-0,075;2,378;"TABLES CALCAIRES";"tres faible"
38;"LE GRAND MORIN A TIGEAUX 1";"03118300";701023;6857539;78456;2009-08-20;1,065;1,64;2,7;22;19;308;308;4,3;NA;"Ancien bras de moulin déconnecté à l'amont et fermé par un seuil à son aval (pour garder des truites !)";"semi-continue";"bosquets éparses";NA;"Le nom ""onema"" de la station est : le Grand Morin à Pommeuse
Plusieurs transects (6) n'ont pu être réalisés en raison de la profondeur trop importante du chenal
La station Carhyce est beaucoup plus longue que la station pêche (60 à 70 m en plus)";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Grand morin";8;11,84;26,5;64,16;1,213;15,565;8,38;17,922;18,176;0,694;0,48;0,472;31,865;3,197;50,227;23,178;25,034;2,724;2,17;2,008;8,61;84,695;16,76;1,081;0,011;0,292;0,633;1,828;0,079;0,336;2,73;101,705;0,073;30,674;3;0,142;16;2;NA;3;14,815;42,593;42,593;2,073;771,38;0;9;"TABLES CALCAIRES";0;1,12;20,202;852,181;36,766;0;0,344;0,005;-0,563;0,32;1,484;0,828;1,315;0,014;-1,193;0,941;1,843;1,826;7,132;"TABLES CALCAIRES";"moyen"
39;"LE GLAND A SAINT-MICHEL 2";"03128270";783693;6981188;78470;2009-10-16;0,126;NA;1,1;11,2;7,3;157;156,8;10,9;NA;"";"continue";"continue";NA;"Rivière sur dalles d'ardoise, un seul radier accessible (environ 20 m en aval de la station). Cours d'eau forestier";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Gland";15;19;42,5;76;0,971;25,537;1,175;6,114;6,324;0,375;0,184;0,176;20,69;3,274;8,884;11,713;12,381;1,205;0,765;0,72;10,047;77,016;2,44;0,725;0,007;0,176;0,908;2,156;0,184;0,284;1,209;99,98;0,106;22,881;4;0,263;30;0;1,299;2;2,353;32,941;64,706;1,666;71,42;0,788;22;"ARDENNES";0;1,21;5,266;563,088;48,072;0;0,347;0,328;0,251;0,016;1,322;0,302;1,783;1,128;0,775;0,208;1,199;0,984;6,077;"Colinéen Est";"moyen"
40;"L'ARONDE A CLAIROIX 1";"03133937";688789;6926982;78489;2009-06-05;0,834;NA;0,81;8,47;5,68;118;118,58;0,7;NA;"";"bosquets éparses";"semi-continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aronde";15;17;37,5;74,32;1,012;20,165;2,798;6,391;6,773;0,635;0,444;0,417;10,985;20,174;12,641;9,47;10,806;1,881;1,363;1,183;5,103;8,125;7,548;0,767;0,008;0,192;0,436;1,997;0,211;0,612;1,901;101,224;0,169;5,712;4;0,095;30;1;0,487;3;59,016;38,525;2,459;1,814;281,47;0;9;"TABLES CALCAIRES";0;1,15;4,508;30,956;3,269;0;-0,244;-0,422;-0,862;0,16;-0,764;-0,021;-0,933;-1,107;-1,827;0,472;-0,949;-0,047;5,334;"TABLES CALCAIRES";"faible"
41;"L'ESCHES A BORNEL 1";"03138390";641913;6900352;104178;2009-08-27;0,35;NA;0,7;10;5,5;140;140;3;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esches";16;6,84;19;34,32;1,193;9,603;1,408;5,642;5,774;0,356;0,248;0,242;16,009;11,682;9,398;9,046;10,148;1,435;1,048;0,932;6,29;27,443;5,74;0,609;0,006;0,103;0,424;1,848;0,204;0,631;1,456;100,875;0,197;19,498;5;0,063;32;0;0,087;4;25,62;70,248;4,132;1,932;105,2;0;9;"TABLES CALCAIRES";0;1,08;1,606;47,265;5,225;0;0,011;-0,12;-1,165;0,095;0,268;0,2;0,042;-0,313;-2,469;0,28;0,333;0,441;3,877;"TABLES CALCAIRES";"tres faible"
42;"L'AISNE A LISLE-EN-BARROIS 1";"03145290";852643;6869963;104610;2009-06-16;0,08;NA;0,75;10,9;5,2;160;152,6;6,3;NA;"";"continue";"continue";NA;"cours d'eau méandrant dans une pâture.

Qualif incertaine
Fiche terrain non retrouvée en 2016.
Nombre de points trop faible transect 4.

";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aisne";15;30,68;46,5;67;0,567;35,603;0,779;4,984;5,114;0,294;0,16;0,155;20,278;4,487;12,602;9,986;11,298;1,825;1,262;1,11;5,513;68,625;4,813;0,728;0,007;0,123;0,783;1,809;0,181;0,396;1,834;101,059;0,113;30,655;5;0,114;30;0;0,65;3;15,079;65,873;19,048;1,776;42,17;0;9;"TABLES CALCAIRES";0;1,02;5,624;347,58;34,807;0;0,389;-0,164;-0,473;0,527;0,617;0,974;1,488;-0,431;-1,002;1,548;0,766;2,149;7,385;"TABLES CALCAIRES";"moyen"
43;"LE PETIT THÉRAIN A ACHY 1";"03163750";626290;6939180;105707;2009-06-10;0,822;NA;1,5;15,4;10,63;216;215,6;2;NA;"";"bosquets éparses";"espacée-régulière";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petit therain";15;18;26,5;39,16;0,545;19,561;2,98;8,849;8,999;0,516;0,344;0,338;18,528;12,718;13,858;13,208;13,851;1,489;1,065;1,01;9,018;19,817;7,934;0,595;0,006;0,175;0,529;3,175;0,24;0,589;1,507;100,776;0,182;12,375;3;0,137;30;0;0,271;3;34,409;62,366;3,226;1,798;153,15;0;9;"TABLES CALCAIRES";0;1,18;2,677;52,523;3,977;0;0,275;0,205;-0,429;0,054;0,024;0,391;1,051;0,538;-0,909;0,158;0,03;0,862;3,548;"TABLES CALCAIRES";"tres faible"
44;"LE SAUSSERON A NESLES-LA-VALLEE 1";"03167000";639103;6892813;105885;2009-10-01;0,354;0,347;0,57;8;4;120;112;0,37;NA;"";"continue";"isolée";NA;"Pas de radier
Mesure du colmatage sur un plat (à peu près) courant
Colmatage par vases sur toute la station (épaisseur moyenne = 40 cm)";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sausseron";16;NA;NA;NA;NA;NA;1,477;3,804;4,191;0,627;0,393;0,354;6,406;24,901;4,671;6,289;7,113;1,287;0,744;0,658;4,939;2,389;1,693;0,489;0,005;0,192;0,494;0,509;0,081;0,364;1,294;100,645;0,135;0,983;5;0,126;32;0;0,087;1;96,396;0,901;2,703;0,923;100,4;0;9;"TABLES CALCAIRES";0;1,05;0,979;3,553;0,565;0;-0,338;-0,357;-0,462;-0,004;-1,845;-0,475;-1,295;-0,936;-0,979;-0,012;-2,29;-1,048;6,559;"TABLES CALCAIRES";"moyen"
45;"LE RUISSEAU DU LIEUTEL A NEAUPHLE-LE-VIEUX 1";"03168690";615134;6857608;78621;2009-07-01;0,041;NA;0,35;5,8;2,6;80,7;81,2;1,5;NA;"";"bosquets éparses";"semi-continue";NA;"Nom WAMA de la station = le Lieutel à Vicq
Pas de radier : plat courant de 5m de long avec présence de sédiments fins.";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Lieutel";15;5,84;11;26,16;1,031;7,174;0,489;2,388;2,57;0,331;0,207;0,189;8,392;6,576;5,162;5,249;6,529;1,563;0,988;0,792;3,369;11,65;1,125;0,588;0,006;0,132;0,645;0,645;0,123;0,221;1,565;101,174;0,072;3,199;5;0,113;30;0;0,101;1;78,846;19,231;1,923;1,646;67,98;0;9;"TABLES CALCAIRES";0;1,1;1,413;20,792;3,961;0;-0,4;-0,702;-0,533;0,272;-0,613;-0,17;-1,531;-1,842;-1,131;0,798;-0,761;-0,374;6,437;"TABLES CALCAIRES";"moyen"
46;"LA VAUCOULEURS A VILLETTE 2";"03171880";604223;6870621;106199;2009-08-18;0,204;NA;0,75;10,2;5,33;145;142,8;2,8;NA;"";"semi-continue";"bosquets éparses";NA;"Batonnet B1-B perdu";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vaucouleurs";15;16,84;48;80,64;1,227;21,624;1,407;4,834;5,11;0,423;0,289;0,271;12,753;6,544;15,302;9,342;11,448;2,389;1,658;1,343;3,9;36,887;6,449;0,953;0,009;0,16;0,546;2,1;0,225;0,43;2,399;101,776;0,107;19,62;3;0,152;30;12;0,487;3;30,392;36,275;33,333;2,193;158,68;0;9;"TABLES CALCAIRES";0;1,04;2,148;59,001;6,316;0;-0,082;-0,636;-0,327;0,519;0,376;0,471;-0,315;-1,669;-0,694;1,526;0,466;1,039;5,71;"TABLES CALCAIRES";"faible"
47;"LA RIVIÈRE DE MÉSANGUEVILLE A DAMPIERRE-EN-BRAY 2";"03174695";603708;6937007;106339;2009-08-21;0,019;NA;0,7;8,4;4,8;118;117,6;0,89;NA;"";"continue";"isolée";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mesangueville";15;21,68;47,5;87;1,029;28,232;1,482;4,126;4,416;0,523;0,343;0,315;13,831;0,929;6,233;6,055;7,052;1,443;1,036;0,88;4,402;7,685;0,159;0,689;0,007;0,277;0,788;0,98;0,162;0,027;1,443;100,868;0,009;0,236;3;0,385;30;5;0,087;1;81;15;4;1,751;57,64;0;9;"TABLES CALCAIRES";0;1,06;0,697;6,085;1,005;0;-0,207;-0,419;0,71;0,227;-1,206;0,106;-0,792;-1,099;1,505;0,666;-1,497;0,233;5,792;"TABLES CALCAIRES";"faible"
48;"LA BLAISE A SAINT-ANGE-ET-TORCAY 1";"03193520";567551;6840787;107485;2009-06-08;2,74;NA;1,1;11,17;7,93;156;156,38;1,69;NA;"";"continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Blaise";15;30;51,5;73,16;0,678;33,317;2,399;8,151;8,327;0,449;0,289;0,282;20,526;64,561;11,304;10,641;11,461;1,379;1,06;0,983;7,771;16,304;29,67;0,542;0,005;0,18;0,612;1,127;0,106;2,697;1,761;101,18;0,847;46,702;5;0,139;30;0;NA;1;23,684;73,684;2,632;2,056;196,91;1;9;"TABLES CALCAIRES";0;1,09;1,647;27,305;2,566;0;-0,018;0,032;-0,436;-0,075;-0,036;0,055;-0,069;0,085;-0,924;-0,222;-0,045;0,121;1,466;"TABLES CALCAIRES";"tres faible"
49;"L'AVRE A MONTIGNY-SUR-AVRE 1";"03194620";554420;6850125;107569;2009-06-26;0,332;NA;2,1;16,6;14,76;280;206,64;3,25;NA;"";"continue";"semi-continue";NA;"Etiage sévère.
Batonnet A2 disparu.";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Avre";18;30;53;74,16;0,624;35,995;2,979;12,633;12,751;0,392;0,229;0,227;35,091;5,257;12,884;17,072;17,578;1,052;0,751;0,73;16,362;23,273;3,13;0,522;0,005;0,14;0,602;2,218;0,13;0,251;1,055;100,205;0,093;5,946;5;0,145;36;2;0,595;3;23,2;74,4;2,4;1,974;415,25;0,97;9;"TABLES CALCAIRES";0;1,96;8,771;279,641;16,38;0;0,227;0,706;-0,476;-0,502;0,938;-0,207;0,868;1,852;-1,009;-1,476;1,165;-0,457;6,826;"TABLES CALCAIRES";"moyen"
50;"LE ROULOIR A CONCHES-EN-OUCHE 2";"03198530";552030;6876700;107686;2009-06-25;0,68;NA;1,1;8,6;7,7;165;120,4;3,2;NA;"";"semi-continue";"semi-continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rouloir";20;20,84;41;74;0,977;25,349;3,008;7,066;7,347;0,57;0,401;0,384;12,802;7,56;6,368;8,44;8,991;1,002;0,733;0,687;8,486;21,551;2,119;0,522;0,005;0,196;0,464;2,1;0,249;0,405;1,014;100,182;0,159;8,649;3;0,299;40;6;0,541;3;27,82;61,654;10,526;2,181;262,05;0,976;9;"TABLES CALCAIRES";0;1,02;2,264;71,071;8,421;0;-0,337;0,093;0,298;-0,455;0,725;-0,67;-1,29;0,245;0,632;-1,337;0,9;-1,477;5,88;"TABLES CALCAIRES";"faible"
51;"L'AUSTREBERTHE A DUCLAIR 1";"03204000";549040;6936940;108021;2009-06-30;1,523;NA;1,4;12,3;9,9;210;172,2;2,92;NA;"";"semi-continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Austreberthe";17;19,84;36;71,16;0,889;25,422;3,482;9,562;9,789;0,522;0,367;0,357;19,118;16,071;14,765;14,125;14,859;1,51;1,052;0,998;9,422;28,599;12,809;0,654;0,007;0,137;0,364;1,413;0,1;0,873;1,549;100,739;0,273;26,225;4;0,088;34;19;0,429;3;44,118;53,922;1,961;1,818;204,46;0;9;"TABLES CALCAIRES";0;1,02;4,185;119,88;8,487;0;0,254;0,222;-0,903;0,007;0,527;0,302;0,971;0,581;-1,914;0,021;0,654;0,666;4,807;"TABLES CALCAIRES";"faible"
52;"LA BRESLE A MONCHAUX-SORENG 1";"03208000";596825,289;6987461,517;325;2009-08-20;2,11;NA;2;17,76;14,81;250;248,64;2,02;NA;"";"espacée-régulière";"espacée-régulière";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bresle";15;14;22;35,32;0,623;16,172;6,183;15,85;16,013;0,59;0,396;0,391;29,389;14,195;14,215;18,364;18,81;1,055;0,778;0,758;17,986;15,03;7,543;0,426;0,004;0,167;0,416;1,862;0,101;0,534;1,07;100,229;0,194;8,211;4;0,183;30;0;NA;1;48;49;3;1,914;511,18;0;9;"TABLES CALCAIRES";0;1,25;13,346;264,467;14,402;0;0,236;0,781;-0,263;-0,542;0,552;-0,218;0,905;2,048;-0,557;-1,595;0,685;-0,481;6,27;"TABLES CALCAIRES";"moyen"
53;"LA CHARENTONNE A FERRIERES-SAINT-HILAIRE 1";"03223200";521273;6882511;109427;2009-06-24;0,982;NA;1,4;10,5;9,9;168;147;3,3;NA;"présence d'un ""bras mort"" en rd au niveau du T12";"semi-continue";"semi-continue";NA;"Batonnet A3 disparu";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Charentonne";16;33;53,5;81;0,61;38,753;3,563;8,896;9,308;0,71;0,411;0,388;14,735;9,011;8,912;11,201;11,96;1,251;0,798;0,745;9,378;24,102;3,79;0,528;0,005;0,277;0,681;1,39;0,124;0,446;1,262;100,292;0,165;11,111;3;0,319;32;0;0,39;4;22,115;75,962;1,923;1,94;2121,03;0,835;9;"TABLES CALCAIRES";0;1,14;0,177;5,73;0,512;0;-0,692;-0,005;0,141;-0,669;1,654;-1,433;-2,649;-0,014;0,298;-1,968;2,054;-3,163;10,146;"TABLES CALCAIRES";"tres fort"
